0 0 -1
1 0 0
1 -1 0
2 -1 -1
2 0 1
4 -1 1
3 -2 0
4 -2 1
4 -2 2
4 -3 2
3 -4 2
5 -4 2
5 -5 3
5 -5 3
6 -4 3
6 -6 4
6 -7 4
8 -7 3
7 -8 3
8 -8 4
8 -8 4
8 -8 4
9 -9 3
8 -10 4
10 -11 4
9 -10 5
11 -11 5
12 -11 5
13 -10 4
13 -8 5
14 -9 5
14 -7 5
14 -8 6
15 -8 5
15 -7 6
16 -7 6
16 -6 5
16 -5 6
16 -6 5
18 -5 5
17 -4 4
18 -4 4
18 -3 6
18 -2 6
18 -3 4
19 -3 4
19 -2 4
20 -1 4
21 -1 4
22 -1 4
21 -1 3
23 -1 4
23 -1 3
25 -2 3
25 -3 3
25 -3 3
26 -4 3
25 -4 2
26 -4 2
26 -5 3
27 -5 2
27 -6 2
27 -7 2
28 -8 2
28 -8 1
29 -8 1
29 -8 0
29 -9 1
30 -9 0
30 -10 1
31 -10 1
31 -9 0
32 -9 0
33 -10 1
34 -10 -1
34 -9 0
34 -9 -1
35 -9 -1
35 -8 -1
36 -8 -1
36 -7 0
36 -7 0
37 -6 0
36 -6 0
36 -5 0
37 -5 0
38 -5 0
40 -4 0
39 -3 -1
40 -2 0
40 -3 0
40 -1 1
41 -1 1
41 0 1
42 -1 1
43 -1 0
44 -2 1
45 -2 1
44 -2 1
45 -4 1
45 -3 2
